industry,industry_uuid,category,subcategory_1,subcategory_2,subcategory_3,uuid,name,description,price,cost,taxable,unit_of_measure,task_code,online_booking_enabled
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Dual Fuel,Coleman,"",olit_45e39c458a9b4d488316e2a10bff0735,Coleman Dual Fuel System - HMH72B341 + TM9Y060B12MP11,"Details:
◼️ Dual fuel: $*
◼️ Hot water: $*
◼️ Electrical service upgrade: $*
◼️ Ventilation: $*
◼️ Ductwork: $*
◼️ Energy Savings Plan Code: *
◼️ Original system fuel: *
◼️ New system fuel: Dual fuel
◼️ System configuration: Centrally ducted
◼️ Supplemental or backup heating: Natural gas furnace
◼️ Electrical permit: *
◼️ Gas appliance & piping permit: *

Includes:
✔️ 10-year parts warranty
✔️ 1-year labour warranty
✔️ Lifetime workmanship warranty
✔️ Gas Permit
✔️ Heat loss and heat gain calculation
✔️ Coleman 2-stage furnace with ECM motor
✔️ Coleman HMH7 cold-climate heat Pump
✔️ Coleman cased aluminum indoor coil
✔️ T10+ thermostat, temperature sensor, EIM
✔️ Outdoor unit snow stand
✔️ Electrical connection
✔️ Surge protection for furnace
✔️ Surge protection disconnect for heat pump
✔️ Acid neutralizer for furnace condensate
✔️ Drain connection
✔️ Ductwork connection
✔️ Gas piping connection
✔️ Refrigerant pipe connection
✔️ Refrigerant filter-drier
✔️ Pressure testing and evacuation
✔️ Sealed wall penetrations
✔️ Homeowner system training
✔️ Comprehensive commissioning report
✔️ Shipping
✔️ Disposal and recycling

System Specifications:
🔹 AHRI: 211387205
🔹 Brand: Coleman
🔹 Outdoor model number: HMH72B341
🔹 Indoor model number(s): XAFB36DBCN1
🔹 Furnace model (if applicable): TM9Y060B12MP11
🔹 HSPF2: 8.50
🔹 SEER2: 16.50",$14882.53,$9880.53,true,Each,211387205,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Dual Fuel,Coleman,"",olit_3d94e5e90f244675854d750f9b65bbca,Coleman Dual Fuel System - HMH72B341 + TM9Y060B12MP11 (Comparison),"✔️ 10-year parts warranty
✔️ 1-year labour warranty
✔️ Lifetime workmanship warranty
✔️ Gas Permit
✔️ Heat loss and heat gain calculation
✔️ Coleman 2-stage furnace with ECM motor
✔️ Coleman HMH7 cold-climate heat Pump
✔️ Coleman cased aluminum indoor coil
✔️ T10+ thermostat, ❌temperature sensor
❌ Outdoor unit snow stand
✔️ Electrical connection
❌ Surge protection for furnace
❌ Surge protection disconnect for heat pump
❌ Acid neutralizer for furnace condensate
✔️ Drain connection
✔️ Ductwork connection
✔️ Gas piping connection
✔️ Refrigerant pipe connection
✔️ Refrigerant filter-drier
✔️ Pressure testing and evacuation
✔️ Sealing and insulation of all wall penetrations
✔️ Homeowner system training
✔️ Comprehensive commissioning report
✔️ Shipping
✔️ Disposal and recycling

System Specifications:
🔹 AHRI: 211387205
🔹 Brand: Coleman
🔹 Outdoor model number: HMH72B341
🔹 Indoor model number(s): XAFB36DBCN1
🔹 Furnace model (if applicable): TM9Y060B12MP11
🔹 HSPF2: 8.50
🔹 SEER2: 16.50

Additional Details:
◼️ Energy Savings Plan Code: *
◼️ Original system fuel: *
◼️ New system fuel: Dual fuel
◼️ System configuration: Centrally ducted
◼️ Supplemental or backup heating: Natural gas furnace
◼️ Electrical permit: *
◼️ Gas appliance & piping permit: *
◼️ Electrical service upgrade: *
◼️ Electrical feed to outdoor unit: *",$12688.09,$8608.59,true,Each,211387205,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Central Heat Pump,Fujitsu,"",olit_a86f138fb0f9453588ab20799fba2f44,Fujitsu Ducted Heat Pump - AOUH30LUAH1 + AMUG30LMAS,"✔️ 12-year parts warranty
✔️ 1-year labour warranty
✔️ Lifetime workmanship warranty
✔️ Heat loss and heat gain calculation
✔️ Fujitsu air handler
✔️ Fujitsu XLTH cold-climate heat Pump
✔️ Outdoor unit snow stand
✔️ Electrical connection
✔️ Surge-protection disconnect for heat pump
✔️ Drain connection
✔️ Ductwork connection
✔️ Refrigerant pipe connection
✔️ Pressure testing and evacuation
✔️ Sealing and insulation of all wall penetrations
✔️ Homeowner system training
✔️ Commissioning report
✔️ Shipping
✔️ Disposal and recycling

System Specifications:
◻️ AHRI: 207657376
◻️ Brand: Fujitsu
◻️ Outdoor model number: AOUH30LUAH1
◻️ Indoor model number(s): AMUG30LMAS
◻️ Tonnage: 2.5
◻️ HSPF2: 9.70
◻️ SEER2: 18.80

Additional Details:
◼️ Energy Savings Plan Code: *
◼️ Original system fuel: *
◼️ New system fuel: Electric heat pump
◼️ System configuration: Centrally ducted to the entire home
◼️ Supplemental or backup heating: *
◼️ Electrical permit: *
◼️ Gas appliance & piping permit: *
◼️ Electrical service upgrade: *
◼️ Electrical feed to outdoor unit: *",$15849.06,$11585.06,true,Each,207657376,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Central Heat Pump,Line sets,"",olit_6e3baf9215144993b74012cdac46c775,"5/8"" + 3/8"" refrigerant pipe and connecting wire","✔️ 5/8"" UV-rated and insulated refrigerant pipe
✔️ 3/8"" UV-rated and insulated refrigerant pipe
✔️ Connecting wire
✔️ Hanging straps
✔️ Wall thimble",$736.93,$531.93,true,Per 50 ft,5838LINE8LVT2SHLD50,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Central Heat Pump,Line sets,"",olit_c5cb3c18ad814d05b8f2f5dc66a6a9e5,Flush of exsiting line set,"✔️ RX11-Flush kit
✔️ Nitrogen purging",$324.41,$201.41,true,Each,FLUSH,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Central Heat Pump,Mounting,"",olit_bd428f172e944ee4b8ecd253865b9565,"24"" x 48"" concrete slabs","✔️ Two concrete slabs 24"" x 24"" 
✔️ Base rock",$205.62,$123.62,true,Each,2448WOODFRAME,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Central Heat Pump,Mounting,"",olit_470c0cade2bb42139886b177d68f9c0c,"36"" x 48"" concrete slabs","✔️ Three concrete slabs 16"" x 32""
✔️ Base rock",$243.69,$161.69,true,Each,3648WOODFRAME,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Central Heat Pump,Mounting,"",olit_73393b68f33b4ba3a37243bc2e797e87,"24"" x 48"" Wood framed concrete slabs","✔️ Pressure treated wood 4"" x 4""
✔️ Two concrete slabs 24"" x 24"" 
✔️ Base rock",$374.20,$210.20,true,Each,2448WOODFRAME,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Central Heat Pump,Mounting,"",olit_c86000384da94ac197a6088952fb1a0c,"36"" x 48"" Wood framed concrete slabs","✔️ Pressure treated wood 4"" x 4""
✔️ Three concrete slabs 16"" x 32""
✔️ Base rock",$387.67,$223.67,true,Each,3648WOODFRAME,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Central Heat Pump,Fujitsu,"",olit_4efcd82a51564f0a9b3e85d681caf77c,Fujitsu Ducted Heat Pump - AOUH30LUAS1 + AMUG30LMAS,"✔️ 12-year parts warranty
✔️ 1-year labour warranty
✔️ Lifetime workmanship warranty
✔️ Heat loss and heat gain calculation
✔️ Fujitsu air handler
✔️ Fujitsu XLTH cold-climate heat Pump
✔️ Outdoor unit snow stand
✔️ Electrical connection
✔️ Surge-protection disconnect for heat pump
✔️ Drain connection
✔️ Ductwork connection
✔️ Refrigerant pipe connection
✔️ Pressure testing and evacuation
✔️ Sealing and insulation of all wall penetrations
✔️ Homeowner system training
✔️ Commissioning report
✔️ Shipping
✔️ Disposal and recycling

System Specifications:
◻️ AHRI: 211078838
◻️ Brand: Fujitsu
◻️ Outdoor model number: AOUH30LUAS1
◻️ Indoor model number(s): AMUG30LMAS
◻️ Tonnage: 2.5
◻️ HSPF2: 9.50
◻️ SEER2: 18.50

Additional Details:
◼️ Energy Savings Plan Code: *
◼️ Original system fuel: *
◼️ New system fuel: Electric heat pump
◼️ System configuration: Centrally ducted to the entire home
◼️ Supplemental or backup heating: *
◼️ Electrical permit: *
◼️ Gas appliance & piping permit: *
◼️ Electrical service upgrade: *
◼️ Electrical feed to outdoor unit: *",$14422.02,$10158.02,true,Each,211078838,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Dual Fuel,Line sets,"",olit_b5f781790b8e4fbf98a687feaeb9bd73,Refrigerant pipes & connecting wire,"✔️ 5/8"" UV-rated and insulated refrigerant pipe
✔️ 3/8"" UV-rated and insulated refrigerant pipe
✔️ Low-voltage communication wire
✔️ Hanging straps
✔️ Wall thimble",$736.93,$531.93,true,Per 50 ft,5838LINE8LVT50,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Dual Fuel,Line sets,"",olit_3bb5b85c309f4706a55c2850dc2cde21,Refrigerant pipes & connecting wire,"✔️ 3/4"" UV-rated and insulated refrigerant pipe
✔️ 3/8"" UV-rated and insulated refrigerant pipe
✔️ Low-voltage communication wire
✔️ Hanging straps
✔️ Wall thimble",$768.72,$563.72,true,Per 50 ft,3438LINE8LVT2SHLD50,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Central Heat Pump,Moovair,"",olit_20586298e92b413ba47808b572eabd86,Moovair ducted heat pump -  DMA30HOS20230E7 + FMA30HIAHUU230X7,"✔️ 10-year parts warranty
✔️ 1-year labour warranty
✔️ Lifetime workmanship warranty
✔️ Heat loss and heat gain calculation
✔️ Moovair Central-Moov air handler
✔️ Moovair Central-Moov cold-climate heat Pump
✔️ Outdoor unit snow stand
✔️ Electrical connection
✔️ Surge protector for air handler
✔️ Surge-protection disconnect for heat pump
✔️ Drain connection
✔️ Ductwork connection
✔️ Refrigerant pipe connection
✔️ Pressure testing and evacuation
✔️ Sealing and insulation of all wall penetrations
✔️ Homeowner system training
✔️ Commissioning report
✔️ Shipping
✔️ Disposal and recycling

System Specifications:
◻️ AHRI: 207706560
◻️ Brand: Moovair
◻️ Outdoor model number: DMA30HOS20230E7
◻️ Indoor model number(s): FMA30HIAHUU230X7
◻️ Tonnage: 2.5
◻️ HSPF2: 8.90
◻️ SEER2: 16.20

Additional Details:
◼️ Energy Savings Plan Code: *
◼️ Original system fuel: *
◼️ New system fuel: Electric heat pump
◼️ System configuration: Centrally ducted to the entire home
◼️ Supplemental or backup heating: *
◼️ Electrical permit: *
◼️ Gas appliance & piping permit: *
◼️ Electrical service upgrade: *
◼️ Electrical feed to outdoor unit: *",$11780.42,$7516.42,true,Each,211078838,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Dual Fuel,Flue,"",olit_1fc121297eac49ec81c6dbb8b9ee36a6,Side wall vent kit,"✔️ Side wall flue termination kit, 2""",$187.53,$105.53,true,Each,CONCENTRICINSTALL,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Dual Fuel,Flue,"",olit_3df70bba8a6b4f7081afc1a06772d5ac,636 two-pipe flue venting,"✔️ (2) IPEX 636 flue gas vent pipe, 2"" x 10'
✔️ (2) IPEX 636 deep socket coupling, 2""
✔️ Steel strapping for hanging",$234.89,$152.89,true,Per 10 feet,FLUEVENT,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Dual Fuel,Line set cover,"",olit_486d8e2fb89443169a7526c802874c4a,Ivory line set covering,"✔️ 7.5 ft Length of ivory line set cover
✔️ Ivory coupling",$163.42,$122.42,true,Per 7.5 ft,IVORYLINEKIT,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Central Heat Pump,Line set cover,"",olit_c3b051d3d5f04c6094db7660002c5b7f,White line set covering kit,"✔️ 7.5 ft Length of white line set cover
✔️ Elbow
✔️ Termination
✔️ Inlet",$295.74,$172.74,true,Each,LINEKITWHITE,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Central Heat Pump,Line set cover,"",olit_f5dffb1f6598478aba43a2f26e552e5a,Ivory line set covering kit,"✔️ 7.5 ft Length of ivory line set cover
✔️ Elbow
✔️ Termination
✔️ Inlet",$295.42,$172.42,true,Each,IVORYLINEKIT,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Central Heat Pump,Line set cover,"",olit_251407953f4b484ba278002f372ad24f,Ivory line set covering,"✔️ 7.5 ft Length of ivory line set cover
✔️ Ivory coupling",$163.42,$122.42,true,Per 7.5 ft,IVORYLINEKIT,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Central Heat Pump,Removal & Replacement,"",olit_0f6e0120031d4720b147c0a23c25808f,Remove existing outdoor unit,"✔️ Refrigerant recovery
✔️ Piping and electrical disconnection
✔️ Recycling of the old outdoor unit",$264.00,$100.00,true,Each,OUTDOORREMOVE,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Central Heat Pump,Removal & Replacement,"",olit_c39c9c6d01f446f68dc4711ba22f9338,Disconnect replacement,✔️ Removal of existing disconnect and installation of new,$263.73,$202.23,true,"",DISCREPLACEMENT,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Central Heat Pump,Condensate,"",olit_f07401af42a1421787a155561a02b8b3,Condensate pump (low-profile),"✔️ Low-profile condensate pump
✔️ Vinyl drain tubing
✔️ Plug installation
✔️ Drain termination
",$417.96,$253.96,true,Each,LPCONDENSATEPUMP,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Central Heat Pump,Condensate,"",olit_8054f2bb485d44d78faa77bfba6bc04a,Condensate pump,"✔️ Condensate pump
✔️ Vinyl drain tubing
✔️ Plug installation
✔️ Drain termination
",$391.81,$227.81,true,Each,CONDENSATEPUMP,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Central Heat Pump,Filtration,"",olit_5a1fc365070b4989bf758f329731434f,MERV 11 platform filter cabinet,"✔️ Filter platform (Air handler 32"" wide)
✔️ Spare 5"" wide MERV 11 air filter",$428.59,$305.59,true,Each,PPEAFB2843M8,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Central Heat Pump,Filtration,"",olit_32d5e6321a72432eb75db6c5167b58ff,MERV 11 filter platform,"✔️ Filter platform (Air handler 40"" wide)
✔️ Spare 5"" wide MERV 11 air filter",$453.74,$330.74,true,Each,PPEAFB2832M8,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Central Heat Pump,Filtration,"",olit_2615ba6729f04437993b593332f7deba,MERV 11 filter downflow,"✔️ Filter box
✔️ Custom fitting
✔️ Spare 5"" wide MERV 11 air filter",$486.03,$322.03,true,Each,DFFILTERBOX,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Central Heat Pump,Electrical,"",olit_569495c0ae794f3698ab9512eabc054b,Outdoor unit electrical feed,"✔️ Wire from breaker panel to outdoor unit
✔️ Electrical permit
✔️ Breaker",$1252.00,$1170.00,true,Each,"",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Central Heat Pump,Electrical,"",olit_d0787811611345a1a784d896d35fda26,Outdoor unit and supplemental heat electrical feed,"✔️ Wire from breaker panel to outdoor unit
✔️ Wire from breaker panel to air handler
✔️ Electrical permit
✔️ (2) Breaker",$1752.00,$1670.00,true,Each,"",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Central Heat Pump,Moovair,"",olit_5661b94ec4684f9084b085b74695f178,Supplemental electric heaters,✔️ Moovair 5 kW auxillary heater,$325.67,$243.67,true,"",MOOVAIR5KW,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Central Heat Pump,Fujitsu,"",olit_3d159c12610e4371a952191eccbec5b1,Supplemental electric heaters,✔️ Fujitsu 5 kW heater,$325.67,$243.67,true,"",FUJITSU5KW,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Central Heat Pump,Line sets,"",olit_76c3459a8630413f988e697297ff7d4c,"3/4"" + 3/8"" refrigerant pipe and connecting wire","✔️ 3/4"" UV-rated and insulated refrigerant pipe
✔️ 3/8"" UV-rated and insulated refrigerant pipe
✔️ Connecting wire
✔️ Hanging straps
✔️ Wall thimble",$768.72,$563.72,true,Per 50 ft,5838LINE8LVT2SHLD50,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Dual Fuel,Electrical,"",olit_8b3e6b6040464640bbd91761812f9b17,Electrical panel replacement,"✔️ Replace existing panels with new
✔️ Electrical permit",$3500.00,$3500.00,true,Each,PANELREPLACE,true
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Ventilation,"","",olit_bab0a69286ad4c3798a60adf0eeee176,Soffit vent exhaust fan termination,"✔️ 6"" Black soffit vent termination with damper
✔️ 6"" Galv elbow",$167.60,$85.60,true,Each,SOFFITTERM,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Dual Fuel,Electrical,"",olit_d8d474c954ab46f29f1dda115fdf1cf0,Copy of Outdoor unit and supplemental heat electrical feed,"✔️ Wire from breaker panel to outdoor unit
✔️ Wire from breaker panel to air handler
✔️ Electrical permit
✔️ (2) Breaker",$1752.00,$1670.00,true,Each,"",false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Water Heater,Gas,"",olit_faeb745bd51b4527832b2cc161ab834c,2 PSIG gas regulator,"✔️ Oara R95 Regulator 3/4"" Pressure 2 PSI 7.00-11.00"" WC F/NG
✔️ 1/2"" ball valve
✔️ Drip pocket
✔️ Coupling to 3/4""
✔️ Pipe stays
✔️ Connection to existing gas line
",$254.63,$131.63,false,"",2PSIGREG,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Water Heater,Flue,"",olit_493a7fa21c2e4329bd6fcd061fa1a4a2,636 two-pipe flue venting,"✔️ (2) IPEX 636 flue gas vent pipe, 2"" x 10'
✔️ (2) IPEX 636 deep socket coupling, 2""
✔️ Steel strapping for hanging",$234.89,$152.89,true,Per 10 feet,FLUEVENT,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Water Heater,Flue,"",olit_074a417648f045288c2a5c151e66721a,Copy of Side wall vent kit,"✔️ Side wall flue termination kit, 2""",$187.53,$105.53,true,Each,CONCENTRICINSTALL,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Water Heater,Flue,"",olit_bc4ae02faf4c47ee9e3391540738ba48,Concentric flue termination through roof,"✔️ Concentric Vent Kit, 2"" x 16""
✔️ Roof flashing
✔️ Roof sealant
",$549.85,$303.85,true,Each,CONCENTRICINSTALL,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Water Heater,Rinnai,"",olit_c75bec9f899144fe820bf36130891a35,Rinnai RX130IN Tankless,"✔️ Rinnai RX130IN water heater
✔️ Combination and relief valve kit
✔️ Acid neutralizer and condensate drain piping
✔️ Relief valve fittings and pipe
✔️ Water connection fittings and pipe
✔️ White backing board
✔️ 1 636 length, 6 fittings
✔️ Gas piping drip pocket and union
✔️ Hot water pipe insulation
✔️ Gas appliance permit

System Specifications:
🔹 Brand: Rinnai
🔹 Model: RX130I

Additional Details:
◼️ Electrical permit: *
◼️ Gas appliance & piping permit: *
",$4005.99,$3021.96,true,Each,RX130IN,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Water Heater,Rinnai,"",olit_570fc69f5b4243e3b96423d95a13f136,Rinnai RX160IN Tankless,"✔️ Rinnai RX160IN water heater
✔️ Combination and relief valve kit
✔️ Acid neutralizer and condensate drain piping
✔️ Relief valve fittings and pipe
✔️ Water connection fittings and pipe
✔️ White backing board
✔️ 1 636 length, 6 fittings
✔️ Gas piping drip pocket and union
✔️ Hot water pipe insulation
✔️ Gas appliance permit

System Specifications:
🔹 Brand: Rinnai
🔹 Model: RX160I

Additional Details:
◼️ Electrical permit: *
◼️ Gas appliance & piping permit: *
",$4144.58,$3160.55,true,Each,RX160IN,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Water Heater,Rinnai,"",olit_f92f61cea4014165bd18a9d9aa0c7579,Rinnai RX199IN Tankless,"✔️ Rinnai RX199IN water heater
✔️ Combination and relief valve kit
✔️ Acid neutralizer and condensate drain piping
✔️ Relief valve fittings and pipe
✔️ Water connection fittings and pipe
✔️ White backing board
✔️ 1 636 length, 6 fittings
✔️ Gas piping drip pocket and union
✔️ Hot water pipe insulation
✔️ Gas appliance permit

System Specifications:
🔹 Brand: Rinnai
🔹 Model: RX199I

Additional Details:
◼️ Electrical permit: *
◼️ Gas appliance & piping permit: *
",$4544.58,$3560.55,true,Each,RX199IN,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Water Heater,Flue,"",olit_9a0169c60c134249ac13fc8064186e37,Concentric flue termination through existing flashing,"✔️ Concentric Vent Kit, 2"" x 16""
",$263.14,$181.14,true,Each,CONCENTRICINSTALL,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Multi Split,Fujitsu H Series,Outdoor,olit_7cd3d2c1e37e4b07a6c9285e8974d6ba,"Fujitsu H-Series XLTH Multi-Split 18,000 BTU - AOU18RLXFZH","System:
◻️ AHRI: 8033584
◻️ Brand: Fujitsu
◻️ Outdoor model number: AOU18RLXFZH
◻️ Indoor unit type: Ductless
◻️ Tonnage: 1.5
◻️ HSPF2: 9.60
◻️ SEER2: 21.50

Details:
◼️ Energy Savings Plan Code: *
◼️ Original system fuel: *
◼️ System decommissioned and removed: *
◼️ New system fuel: Electric heat pump
◼️ System configuration: Centrally ducted to the entire home
◼️ Supplemental or backup heating: *
◼️ Electrical permit: *
◼️ Gas appliance & piping permit: *
◼️ Electrical service upgrade: *
◼️ Electrical feed to outdoor unit: *

Included:
✔️ 12-year parts warranty
✔️ 1-year labour warranty
✔️ Lifetime workmanship warranty
✔️ Heat loss and heat gain calculation
✔️ Fujitsu XLTH cold-climate heat Pump
✔️ Electrical connection
✔️ Surge-protection disconnect for heat pump
✔️ Refrigerant pipe connection
✔️ Pressure testing and evacuation
✔️ Sealing and insulation of all wall penetrations
✔️ Homeowner system training
✔️ Commissioning report
✔️ Shipping
✔️ Disposal and recycling",$8412.06,$5460.06,true,Each,8033584,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Multi Split,Fujitsu H Series,Indoor,olit_25af43e32e944902bfdc15b8d1ae62ed,"Wall mount indoor unit 7,000 BTU/h","✔️ ASUH07LPAS wall mount indoor unit
✔️ Liquid tight conduit and fittings
✔️ Drain tubing
✔️ Additional refrigerant
✔️ Wall sleeve
✔️ Remote control

Optional Add-ons:
◻️ Wall controller
◻️ WiFi module",$1478.44,$1068.44,true,Each,ASUH07LPAS,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Multi Split,Fujitsu H Series,Indoor,olit_35b367872ae9422fa724a3df0a747a3d,"Wall mount indoor unit 9,000 BTU/h","✔️ ASUH09LPAS wall mount indoor unit
✔️ Liquid tight conduit and fittings
✔️ Drain tubing
✔️ Additional refrigerant
✔️ Wall sleeve
✔️ Remote control

Optional Add-ons:
◻️ Wall controller
◻️ WiFi module",$1426.12,$1016.12,true,Each,ASUH09LPAS,false
Heating & Air Conditioning,ind_b7d828eaa0a9422fb4d526f7cfc75520,Install,Multi Split,Fujitsu H Series,Indoor,olit_ac2c4b4c1869486d8103cc01a57eb979,"Wall mount indoor unit 12,000 BTU/h","✔️ ASUH09LPAS wall mount indoor unit
✔️ Liquid tight conduit and fittings
✔️ Drain tubing
✔️ Additional refrigerant
✔️ Wall sleeve
✔️ Remote control

Optional Add-ons:
◻️ Wall controller
◻️ WiFi module",$1477.96,$1067.96,true,Each,ASUH12LPAS,false
